Protein	Description	Gene	tenE_ECDdel293	tenK_ECDdel293	FC	Pvalue	log2FC	Sig	UPDOWN
P09001	Large ribosomal subunit protein uL3m	MRPL3	174340	211427.71684271	0.824584414018427	0.353569243611106	-0.278260902677671	Nonsignificant	None
P09012	U1 small nuclear ribonucleoprotein A	SNRPA	1984100	3067073.0139214	0.646903412795913	0.251731726808475	-0.628377771050552	Nonsignificant	None
P09038	Fibroblast growth factor 2	FGF2	111770	54159.7576225909	2.06370938324471	0.256283562827305	1.04523982111403	Nonsignificant	None
P09104	Gamma-enolase	ENO2	217330	100815.943562753	2.155710617981	0.241360647576258	1.10816352409026	Nonsignificant	None
P09110	3-ketoacyl-CoA thiolase, peroxisomal	ACAA1	85958	29322.9035903594	2.93142866070946	0.15062284352132	1.55160394771409	Nonsignificant	None
P09132	Signal recognition particle 19 kDa protein	SRP19	216890	377666.716399393	0.574289421286023	0.208117329239444	-0.800150108122079	Nonsignificant	None
P09211	Glutathione S-transferase P	GSTP1	10165000	3362472.5481951	3.02307300782466	0.142985954297728	1.59601582076341	Nonsignificant	None
P09234	U1 small nuclear ribonucleoprotein C	SNRPC	216000	250115.526815331	0.863600923742253	0.374552835557771	-0.211563308361527	Nonsignificant	None
P09382	Galectin-1	LGALS1	21892000	14523281.0452775	1.50737288163397	0.37611264048279	0.592036343240503	Nonsignificant	None
P09429	High mobility group protein B1	HMGB1	744600	300259.33306337	2.47985630422636	0.196784805182637	1.31025652577901	Nonsignificant	None
P09486	SPARC	SPARC	379540	34281.1688914481	11.0713844443817	0.00678581499107755	3.46876373310063	Significant	up
P09493	Tropomyosin alpha-1 chain	TPM1	22752000	8206283.76449895	2.77250953695106	0.165129439498857	1.47119242301578	Nonsignificant	None
P09496	Clathrin light chain A	CLTA	143280	137048.443427915	1.04546973622041	0.46461680673978	0.0641513000559735	Nonsignificant	None
P09497	Clathrin light chain B	CLTB	471910	284949.378706388	1.65611871884885	0.338227623879888	0.727806096119501	Nonsignificant	None
P09525	Annexin A4	ANXA4	613800	184015.910597742	3.33558113538217	0.120357305963484	1.73793813415207	Nonsignificant	None
P09543	2,3-cyclic-nucleotide 3-phosphodiesterase	CNP	448640	631244.452809975	0.710723077253013	0.289337328130035	-0.492640550367923	Nonsignificant	None
P09601	Heme oxygenase 1	HMOX1	672430	124078.392191884	5.41939646477772	0.0448324037581774	2.43813219369088	Significant	up
P09622	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	1235400	955982.772369431	1.2922827018504	0.440581641245743	0.369921710854686	Nonsignificant	None
P09651	Heterogeneous nuclear ribonucleoprotein A1	HNRNPA1	49033000	59791406.8082605	0.820067675564808	0.351104103701559	-0.286185122750562	Nonsignificant	None
P09661	U2 small nuclear ribonucleoprotein A	SNRPA1	594230	724247.661020019	0.820479004603337	0.351328901737161	-0.285461678079748	Nonsignificant	None
P09874	Poly [ADP-ribose] polymerase 1	PARP1	1458400	2217402.31049972	0.657706539356555	0.258159272547739	-0.604484080308544	Nonsignificant	None
P09884	DNA polymerase alpha catalytic subunit	POLA1	930320	2281987.87175669	0.407679642610823	0.109881314535742	-1.29449217690731	Nonsignificant	None
P09914	Interferon-induced protein with tetratricopeptide repeats 1	IFIT1	52128	65932.3290261368	0.790628827617109	0.334860124813651	-0.338927535755608	Nonsignificant	None
P09936	Ubiquitin carboxyl-terminal hydrolase isozyme L1	UCHL1	6347400	1899556.64673998	3.34151656434853	0.119972986574504	1.7405030258388	Nonsignificant	None
P09960	Leukotriene A-4 hydrolase	LTA4H	204820	70202.3875269463	2.91756459025532	0.151822613916861	1.54476459526752	Nonsignificant	None
P09972	Fructose-bisphosphate aldolase C	ALDOC	4070900	1385730.86185457	2.93772774501953	0.150081688586351	1.55470069980496	Nonsignificant	None
Q71UI9	Histone H2A.V	H2AZ2	694830	225837.708460865	3.07667840209424	0.138744917252106	1.62137365005701	Nonsignificant	None
P0C5Y4	Keratin-associated protein 1-4	KRTAP1-4	133880	42147.9020084862	3.17643331269595	0.131266666313389	1.66740773094328	Nonsignificant	None
P0C879	Putative uncharacterized protein FLJ43185		112850	309597.769953313	0.364505209507865	0.0865246943794451	-1.45598866119261	Nonsignificant	None
P0DMV9	Heat shock 70 kDa protein 1B	HSPA1B	44901000	64533681.0520309	0.695776209694255	0.280615536799674	-0.52330474439017	Nonsignificant	None
P0DP25	Calmodulin-3	CALM3	11387000	4962712.17579825	2.29451146804991	0.220858090082119	1.19818701740932	Nonsignificant	None
P10155	RNA-binding protein RO60	RO60	574720	455063.51193849	1.26294458888122	0.450379441762092	0.336791342925984	Nonsignificant	None
P10253	Lysosomal alpha-glucosidase	GAA	201670	111817.723349986	1.80356024034561	0.305243304390892	0.850847611091358	Nonsignificant	None
P10301	Ras-related protein R-Ras	RRAS	66626	27408.6299058904	2.43084022181209	0.202814789941664	1.28145506869577	Nonsignificant	None
P10321	HLA class I histocompatibility antigen, C alpha chain	HLA-C	311870	406116.126743244	0.767933060183969	0.322134329341581	-0.380947536479489	Nonsignificant	None
P10398	Serine/threonine-protein kinase A-Raf	ARAF	89913	181856.000024558	0.494418660851762	0.160114860267689	-1.01619489895448	Nonsignificant	None
P10412	Histone H1.4	H1-4	5128200	1391871.78407245	3.68439109024504	0.100171170769742	1.88142620855477	Nonsignificant	None
P10586	Receptor-type tyrosine-protein phosphatase F	PTPRF	110280	93661.7691789266	1.17742811145631	0.480456113040223	0.23563897795988	Nonsignificant	None
P10599	Thioredoxin	TXN	8489600	3383542.26408057	2.50908643587076	0.193296494513325	1.32716217120709	Nonsignificant	None
P10606	Cytochrome c oxidase subunit 5B, mitochondrial	COX5B	339010	85935.8537610226	3.94491920616448	0.0878142930145116	1.9799957534556	Nonsignificant	None
P10619	Lysosomal protective protein	CTSA	1206600	39252.1395488497	30.739725626889	0.00017789491022238	4.94203238293189	Significant	up
P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit	PRKAR1A	694640	113776.46578155	6.10530477659329	0.033938146190212	2.61006331629452	Significant	up
P10768	S-formylglutathione hydrolase	ESD	601450	127360.609239369	4.72241773647297	0.0607451857870322	2.23952566538735	Nonsignificant	None
P10809	60 kDa heat shock protein, mitochondrial	HSPD1	22333000	14395168.7024563	1.55142329080098	0.364369463443053	0.633592365434514	Nonsignificant	None
P10916	Myosin regulatory light chain 2, ventricular/cardiac muscle isoform	MYL2	101860	80023.6279567775	1.27287405733488	0.447034424070142	0.348089680946278	Nonsignificant	None
P11021	Endoplasmic reticulum chaperone BiP	HSPA5	58057000	45214127.9986534	1.28404555323347	0.443306501280245	0.360696384904354	Nonsignificant	None
P11142	Heat shock cognate 71 kDa protein	HSPA8	43033000	38875213.9782353	1.10695210640107	0.492127451311307	0.146592803553613	Nonsignificant	None
P11166	Solute carrier family 2, facilitated glucose transporter member 1	SLC2A1	26184	32248.3118813925	0.811949478047201	0.346655011606664	-0.300538133534005	Nonsignificant	None
P11172	Uridine 5-monophosphate synthase	UMPS	766560	1174821.9470613	0.652490364107917	0.255058504917266	-0.615971498578588	Nonsignificant	None
P11177	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	2317500	2985335.22164208	0.776294730052212	0.326842751186149	-0.36532360116415	Nonsignificant	None
P11216	Glycogen phosphorylase, brain form	PYGB	475370	177991.454146067	2.67074620116251	0.175352861176849	1.4172428843514	Nonsignificant	None
P11233	Ras-related protein Ral-A	RALA	112810	115618.742446913	0.975706858702406	0.431606235458111	-0.0354803251934708	Nonsignificant	None
P11274	Breakpoint cluster region protein	BCR	67234	385099.349842409	0.174588713347643	0.0121529703833477	-2.51796779894236	Significant	down
P11279	Lysosome-associated membrane glycoprotein 1	LAMP1	478110	282694.177960858	1.69126228013864	0.329977673456362	0.758100409548924	Nonsignificant	None
P11310	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADM	1415000	3231395.62223422	0.437891290767317	0.126987919780881	-1.1913553386153	Nonsignificant	None
P11387	DNA topoisomerase 1	TOP1	571460	201210.492807796	2.8401103343347	0.158752077339493	1.5059469775136	Nonsignificant	None
P11388	DNA topoisomerase 2-alpha	TOP2A	211260	12411.0155582666	17.0219752773806	0.00167969459037159	4.08932655597294	Significant	up
P11413	Glucose-6-phosphate 1-dehydrogenase	G6PD	8493000	3598686.29764479	2.36002788171849	0.211944445151773	1.23880390390042	Nonsignificant	None
P11498	Pyruvate carboxylase, mitochondrial	PC	94214	237516.048471757	0.396663722751362	0.103785764139136	-1.334011634384	Nonsignificant	None
P11532	Dystrophin	DMD	31044	79315.3043423363	0.391399872413143	0.10090364504109	-1.35328480920613	Nonsignificant	None
P11586	C-1-tetrahydrofolate synthase, cytoplasmic	MTHFD1	1503100	1245654.30850543	1.20667507007097	0.469909268461705	0.271037243692992	Nonsignificant	None
P11717	Cation-independent mannose-6-phosphate receptor	IGF2R	152540	43151.6251572012	3.53497694337809	0.108250955451641	1.82170080519519	Nonsignificant	None
P11766	Alcohol dehydrogenase class-3	ADH5	1933800	408572.495630395	4.73306456181369	0.0604533094968459	2.24277460142831	Nonsignificant	None
P11940	Polyadenylate-binding protein 1	PABPC1	35161000	55834747.0965013	0.629733308171521	0.241474640968071	-0.667187117764793	Nonsignificant	None
P12004	Proliferating cell nuclear antigen	PCNA	592320	527664.035469486	1.12253244523854	0.498867014370889	0.166757144661988	Nonsignificant	None
P12081	Histidine--tRNA ligase, cytoplasmic	HARS1	817430	312805.872422306	2.61321820357778	0.181487009572033	1.38582759464502	Nonsignificant	None
P12109	Collagen alpha-1(VI) chain	COL6A1	2706900	1707705.76641598	1.58510912900474	0.355693601704478	0.664582168096067	Nonsignificant	None
P12110	Collagen alpha-2(VI) chain	COL6A2	1295000	902630.863652399	1.43469501448236	0.396522949340839	0.520744083341415	Nonsignificant	None
P12111	Collagen alpha-3(VI) chain	COL6A3	546800	449769.613474803	1.21573353027468	0.466698318829246	0.281827047301891	Nonsignificant	None
P12236	ADP/ATP translocase 3	SLC25A6	819640	714729.231582311	1.14678393408568	0.491806729603874	0.197593598340124	Nonsignificant	None
P12268	Inosine-5-monophosphate dehydrogenase 2	IMPDH2	5754900	4710828.48689605	1.22163224919103	0.46462137997159	0.288810052654952	Nonsignificant	None
P12270	Nucleoprotein TPR	TPR	818360	331482.746202192	2.46878611142201	0.198126656423162	1.30380185091672	Nonsignificant	None
P12273	Prolactin-inducible protein	PIP	6898.7	39792.1171921458	0.173368508307511	0.0118877951061453	-2.52808623228312	Significant	down
P12277	Creatine kinase B-type	CKB	60578	821676.568345705	0.0737248722109268	0.000493276689570888	-3.76170477314315	Significant	down
P12429	Annexin A3	ANXA3	141930	39887.4073644921	3.55826586328463	0.106938972343027	1.83117430861314	Nonsignificant	None
P12532	Creatine kinase U-type, mitochondrial	CKMT1A	48952	99979.50760549	0.489620334930635	0.157262063997141	-1.03026461754642	Nonsignificant	None
P12694	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	BCKDHA	9262.7	118488.035414231	0.0781741377314414	0.000633169090310538	-3.67716478860726	Significant	down
P12814	Alpha-actinin-1	ACTN1	17716000	5192573.24709152	3.41179587787676	0.115537850706474	1.77053133517201	Nonsignificant	None
P12883	Myosin-7	MYH7	280600	289586.833760578	0.968966704584339	0.428315098760455	-0.0454810019573626	Nonsignificant	None
P12955	Xaa-Pro dipeptidase	PEPD	341610	91326.1011767481	3.74055166702961	0.0973313005059249	1.90325105850733	Nonsignificant	None
P12956	X-ray repair cross-complementing protein 6	XRCC6	5398500	6952370.97439017	0.776497689764538	0.326956750902726	-0.364946462573822	Nonsignificant	None
P13010	X-ray repair cross-complementing protein 5	XRCC5	4739200	7155550.79742646	0.662310999413837	0.260892013306496	-0.594419276716603	Nonsignificant	None
P13073	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	1060000	865298.291686482	1.22501108598521	0.463436632545705	0.292794805247037	Nonsignificant	None
P13473	Lysosome-associated membrane glycoprotein 2	LAMP2	747870	309047.204513089	2.41992158181235	0.204189659555643	1.27496029734967	Nonsignificant	None
P13489	Ribonuclease inhibitor	RNH1	5603600	3020804.34134878	1.85500263068942	0.294687883949035	0.891421232819063	Nonsignificant	None
P13533	Myosin-6	MYH6	1712800	938819.95355016	1.8244179765492	0.300907391302048	0.867436290694523	Nonsignificant	None
P13639	Elongation factor 2	EEF2	20728000	14660922.4053333	1.4138264583175	0.402632605802567	0.49960504582628	Nonsignificant	None
P13667	Protein disulfide-isomerase A4	PDIA4	7193200	2724451.90535161	2.64023746789968	0.178572773857062	1.40066769411177	Nonsignificant	None
P13674	Prolyl 4-hydroxylase subunit alpha-1	P4HA1	3708400	2270341.29513658	1.63341080389277	0.343694888942427	0.707887675287144	Nonsignificant	None
P13693	Translationally-controlled tumor protein	TPT1	1183100	228304.665144943	5.18211048928365	0.0495909257627059	2.37353977596614	Significant	up
P13797	Plastin-3	PLS3	5323200	2362137.4944969	2.25355213758789	0.22667175898478	1.17220082825135	Nonsignificant	None
P13798	Acylamino-acid-releasing enzyme	APEH	82245	12245.8459261996	6.71615505336707	0.0268794233049965	2.74763553762181	Significant	up
P13804	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	994460	216520.447164777	4.59291495570944	0.0644405396868705	2.19941007027513	Nonsignificant	None
P13807	Glycogen [starch] synthase, muscle	GYS1	1093900	2029680.67097739	0.538951774849013	0.186803530453498	-0.891771907807197	Nonsignificant	None
P13861	cAMP-dependent protein kinase type II-alpha regulatory subunit	PRKAR2A	1265600	1587004.88144393	0.797477068154005	0.338665871395445	-0.326485060820086	Nonsignificant	None
P13987	CD59 glycoprotein	CD59	1134000	544477.456990154	2.08273085587179	0.253104943285386	1.05847641691728	Nonsignificant	None
P13995	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	MTHFD2	430910	277209.699152479	1.55445498955279	0.363578010436943	0.636408842932368	Nonsignificant	None
P14174	Macrophage migration inhibitory factor	MIF	3273800	858543.277246818	3.81320323245491	0.0938060277809389	1.93100342449212	Nonsignificant	None
P14209	CD99 antigen	CD99	44288	29685.0062452755	1.49193163828452	0.380339083104251	0.577181431459487	Nonsignificant	None
P14314	Glucosidase 2 subunit beta	PRKCSH	1913700	1809136.86098022	1.05779725197967	0.470250812684418	0.0810631325617935	Nonsignificant	None
P14324	Farnesyl pyrophosphate synthase	FDPS	328000	75732.3938621132	4.33103964199512	0.0728139778840684	2.11471337745005	Nonsignificant	None
P14373	Zinc finger protein RFP	TRIM27	80901	505990.815159153	0.159886301443147	0.00917214692723705	-2.6448817563607	Significant	down
P14406	Cytochrome c oxidase subunit 7A2, mitochondrial	COX7A2	152920	119398.585949985	1.28075218632871	0.444401608710081	0.356991354570458	Nonsignificant	None
P14550	Aldo-keto reductase family 1 member A1	AKR1A1	741370	337295.44671532	2.19798401436982	0.234871192363083	1.13618089380614	Nonsignificant	None
P14618	Pyruvate kinase PKM	PKM	55601000	27421335.2622032	2.02765472462746	0.262447644200769	1.01981200664273	Nonsignificant	None
P14625	Endoplasmin	HSP90B1	27886000	12636535.6328196	2.2067757184631	0.23354930084826	1.14194001144661	Nonsignificant	None
P14635	G2/mitotic-specific cyclin-B1	CCNB1	11187	24654.7439250807	0.453746347315322	0.136156338251323	-1.14004206551182	Nonsignificant	None
P63162	Small nuclear ribonucleoprotein-associated protein N	SNRPN	1549700	2601527.58302481	0.59568847553719	0.221021211114751	-0.747370046576696	Nonsignificant	None
P14735	Insulin-degrading enzyme	IDE	444770	167657.764344951	2.65284463107177	0.177233224548827	1.40754018384176	Nonsignificant	None
P14854	Cytochrome c oxidase subunit 6B1	COX6B1	351500	221729.643253044	1.58526390446973	0.355654332135321	0.664723030886415	Nonsignificant	None
P14866	Heterogeneous nuclear ribonucleoprotein L	HNRNPL	18116000	31680805.9660853	0.571828886531277	0.206632588713534	-0.806344593836172	Nonsignificant	None
P14868	Aspartate--tRNA ligase, cytoplasmic	DARS1	7152600	10834492.5957807	0.660169356042151	0.259621474195326	-0.59909192226463	Nonsignificant	None
P14923	Junction plakoglobin	JUP	1254200	762766.066241802	1.64427870550079	0.341064694036196	0.717454856784209	Nonsignificant	None
P14927	Cytochrome b-c1 complex subunit 7	UQCRB	127530	62481.766007506	2.04107547127717	0.260131598044132	1.02932952878134	Nonsignificant	None
P15121	Aldo-keto reductase family 1 member B1	AKR1B1	17870000	7641530.67639288	2.33853670904	0.214817466284653	1.22560607555364	Nonsignificant	None
P15144	Aminopeptidase N	ANPEP	237820	31345.1728034876	7.58713316053371	0.0196793097289406	2.92355485844931	Significant	up
P15170	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	GSPT1	577200	1312780.94102497	0.439677315508057	0.128014838049848	-1.18548299410451	Nonsignificant	None
P15311	Ezrin	EZR	698740	169097.704727073	4.13216726464608	0.080099526021261	2.04689865376526	Nonsignificant	None
P15374	Ubiquitin carboxyl-terminal hydrolase isozyme L3	UCHL3	140740	15875.342712903	8.86532042458591	0.0129235016731344	3.14817277625728	Significant	up
P15531	Nucleoside diphosphate kinase A	NME1	1044400	489611.493312507	2.13311985985873	0.244921304400615	1.09296503289156	Nonsignificant	None
P15559	NAD(P)H dehydrogenase [quinone] 1	NQO1	3394600	1484303.25124841	2.28699896543707	0.221910183301776	1.19345571312207	Nonsignificant	None
P15586	N-acetylglucosamine-6-sulfatase	GNS	638640	88795.617711106	7.19224682999331	0.0226040282716401	2.84644253340752	Significant	up
P15880	Small ribosomal subunit protein uS5	RPS2	7537700	6968252.66978123	1.08172024712712	0.481014930450393	0.113327439768389	Nonsignificant	None
P15924	Desmoplakin	DSP	3548300	2117982.89735168	1.67532042134844	0.333688639240982	0.744437051439496	Nonsignificant	None
P15927	Replication protein A 32 kDa subunit	RPA2	176570	62218.1298640144	2.83791879289712	0.158953894788576	1.50483330724173	Nonsignificant	None
P16070	CD44 antigen	CD44	4609300	2023222.1148517	2.27819771549791	0.223150817887321	1.18789295810416	Nonsignificant	None
P16104	Histone H2AX	H2AX	166880	61649.5651690145	2.70691284751956	0.171630210872321	1.43664843891032	Nonsignificant	None
P16152	Carbonyl reductase [NADPH] 1	CBR1	1653900	802787.938627272	2.06019537716036	0.256876265640485	1.04278116085241	Nonsignificant	None
P16278	Beta-galactosidase	GLB1	116660	60573.8450011934	1.92591373385166	0.280876034154154	0.945543082967614	Nonsignificant	None
P16401	Histone H1.5	H1-5	2718400	1235807.65736297	2.19969506079988	0.234613187175033	1.13730353976632	Nonsignificant	None
P16402	Histone H1.3	H1-3	131450	26416.5533337955	4.97604658484466	0.054243955578614	2.31499999178077	Nonsignificant	None
P16435	NADPH--cytochrome P450 reductase	POR	375950	205943.238034331	1.82550300552878	0.300683950593362	0.868294044044173	Nonsignificant	None
P16615	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	ATP2A2	3213000	2992640.80152196	1.07363369448347	0.477401330475924	0.102501854315982	Nonsignificant	None
P16949	Stathmin	STMN1	393670	86445.1267932292	4.55398718937195	0.0656059755971115	2.18713023309607	Nonsignificant	None
P16989	Y-box-binding protein 3	YBX3	1440200	785963.929309676	1.83239961312849	0.2992685721712	0.873734163374766	Nonsignificant	None
P17066	Heat shock 70 kDa protein 6	HSPA6	5058600	5732445.01241826	0.882450680127153	0.384486382368046	-0.180412445992848	Nonsignificant	None
P17096	High mobility group protein HMG-I/HMG-Y	HMGA1	1368800	52471.0040126749	26.086788803762	0.000344793788116499	4.70524745904979	Significant	up
P17174	Aspartate aminotransferase, cytoplasmic	GOT1	893790	407672.532891568	2.19242143604933	0.235712437904234	1.13252514558777	Nonsignificant	None
P17301	Integrin alpha-2	ITGA2	207100	150886.694011992	1.37255310255217	0.415057747067807	0.45686196657595	Nonsignificant	None
P17480	Nucleolar transcription factor 1	UBTF	574400	1038938.1612954	0.552872174108813	0.195194395814504	-0.854982131780384	Nonsignificant	None
P17612	cAMP-dependent protein kinase catalytic subunit alpha	PRKACA	100270	222068.45275472	0.451527440103123	0.134866440216019	-1.14711442944531	Nonsignificant	None
P17655	Calpain-2 catalytic subunit	CAPN2	2088800	784291.057395151	2.6632969741329	0.17613224402034	1.41321330696418	Nonsignificant	None
P17812	CTP synthase 1	CTPS1	4621000	5735727.22946575	0.805651980146626	0.343187645446835	-0.311771326785331	Nonsignificant	None
P17844	Probable ATP-dependent RNA helicase DDX5	DDX5	13182000	20350804.4741035	0.64773852143163	0.252229353440567	-0.626516550240995	Nonsignificant	None
P17858	ATP-dependent 6-phosphofructokinase, liver type	PFKL	605670	390859.1113709	1.54958649390485	0.364850011318785	0.631883284672413	Nonsignificant	None
P17931	Galectin-3	LGALS3	527620	382568.866376767	1.37915038669242	0.413040660184736	0.463779781221613	Nonsignificant	None
P17980	26S proteasome regulatory subunit 6A	PSMC3	728910	341985.840754146	2.13140403237927	0.245194441802188	1.09180409863874	Nonsignificant	None
P17987	T-complex protein 1 subunit alpha	TCP1	6683500	7931212.8003258	0.842683227428402	0.363372921332073	-0.246937684483761	Nonsignificant	None
P18031	Tyrosine-protein phosphatase non-receptor type 1	PTPN1	1618600	2694382.56207787	0.600731322560134	0.224058218846041	-0.735208205912173	Nonsignificant	None
P18074	General transcription and DNA repair factor IIH helicase subunit XPD	ERCC2	69417	141569.432715904	0.49033890062485	0.157688907185542	-1.02814887372407	Nonsignificant	None
P18077	Large ribosomal subunit protein eL33	RPL35A	72083	116105.781105572	0.620839025530148	0.236144025832846	-0.687708847656741	Nonsignificant	None
P18085	ADP-ribosylation factor 4	ARF4	3896400	1310981.01554732	2.97212541889731	0.147169495619796	1.57149499656406	Nonsignificant	None
P18124	Large ribosomal subunit protein uL30	RPL7	2661500	2039315.5661813	1.30509473086785	0.436383289618031	0.384154529241981	Nonsignificant	None
P18206	Vinculin	VCL	5759200	2076055.22151929	2.77410732638669	0.164975010412947	1.47202360462278	Nonsignificant	None
P18615	Negative elongation factor E	NELFE	107210	135799.083390485	0.78947513726379	0.334217408168088	-0.341034262508043	Nonsignificant	None
P18621	Large ribosomal subunit protein uL22	RPL17	2400000	892710.09793145	2.68844276048986	0.173518736032351	1.42677075558715	Nonsignificant	None
P18669	Phosphoglycerate mutase 1	PGAM1	11517000	4546188.2446754	2.53333108533044	0.19046222463575	1.34103563763083	Nonsignificant	None
P18754	Regulator of chromosome condensation	RCC1	885580	228569.360068127	3.87444756259564	0.0909581559839681	1.95399061863954	Nonsignificant	None
P18859	ATP synthase-coupling factor 6, mitochondrial	ATP5PF	347120	130896.933413112	2.65185738847285	0.177337662964011	1.40700319231507	Nonsignificant	None
P19022	Cadherin-2	CDH2	245400	481649.470023123	0.509499159187736	0.169115187350519	-0.97284832933373	Nonsignificant	None
P19174	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	PLCG1	35174	47583.6769509995	0.739203068233279	0.305786566410958	-0.435957349881566	Nonsignificant	None
P19338	Nucleolin	NCL	6543500	3865392.90224532	1.69284214192017	0.329612715029702	0.759447447724361	Nonsignificant	None
P19367	Hexokinase-1	HK1	1495500	120436.190048867	12.4173639119039	0.00476725087129886	3.63428703053328	Significant	up
P19387	DNA-directed RNA polymerase II subunit RPB3	POLR2C	190650	285330.539395774	0.668172430486155	0.264364547079712	-0.581707638137047	Nonsignificant	None
P19404	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	NDUFV2	100170	74935.1327534821	1.33675615588131	0.426213191382571	0.418736320491146	Nonsignificant	None
P19474	E3 ubiquitin-protein ligase TRIM21	TRIM21	246830	1266724.0243909	0.19485696587991	0.0170243058254779	-2.3595125880108	Significant	down
P19525	Interferon-induced, double-stranded RNA-activated protein kinase	EIF2AK2	225760	117979.821161717	1.91354756921141	0.283225285484446	0.936249765658811	Nonsignificant	None
P19623	Spermidine synthase	SRM	1084900	450108.422976479	2.41030814936936	0.205409934694518	1.26921760170327	Nonsignificant	None
P19784	Casein kinase II subunit alpha	CSNK2A2	799860	800744.493820289	0.998895410674547	0.442791795564349	-0.0015944663194972	Nonsignificant	None
P19971	Thymidine phosphorylase	TYMP	580460	552407.716888756	1.05078184510028	0.467051881751578	0.0714631796134371	Nonsignificant	None
P20020	Plasma membrane calcium-transporting ATPase 1	ATP2B1	356120	620243.731802435	0.574161384856097	0.208040071628372	-0.800471789333472	Nonsignificant	None
P20042	Eukaryotic translation initiation factor 2 subunit 2	EIF2S2	643530	389397.995394922	1.6526279221015	0.339061020577994	0.724761948246493	Nonsignificant	None
P20073	Annexin A7	ANXA7	247100	126185.363780431	1.95823027803737	0.274851202051519	0.969550428602494	Nonsignificant	None
P20290	Transcription factor BTF3	BTF3	463220	121463.206350822	3.81366517414403	0.0937841311952701	1.93117818586188	Nonsignificant	None
P20339	Ras-related protein Rab-5A	RAB5A	151960	54167.16908044	2.80538936369989	0.161987965932812	1.48820101828337	Nonsignificant	None
P20340	Ras-related protein Rab-6A	RAB6A	1265600	717270.302844881	1.76446730748548	0.313582477736947	0.819232699731965	Nonsignificant	None
P20585	DNA mismatch repair protein Msh3	MSH3	1630600	8199.93108634253	198.855329737571	1.15848832277464e-08	7.63557541967203	Significant	up
P20591	Interferon-induced GTP-binding protein Mx1	MX1	3302400	1495314.56005288	2.20849852480753	0.23329136557089	1.14306586871333	Nonsignificant	None
P20618	Proteasome subunit beta type-1	PSMB1	707010	315675.165389624	2.23967570945078	0.228685045715718	1.16328985449872	Nonsignificant	None
P20645	Cation-dependent mannose-6-phosphate receptor	M6PR	354900	215599.308832095	1.64610917318102	0.340624156019941	0.719060021290384	Nonsignificant	None
P20674	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	1167900	516186.863600213	2.26255273498114	0.22537783713986	1.17795141854242	Nonsignificant	None
P20700	Lamin-B1	LMNB1	1642300	708037.743924211	2.31950911387542	0.217402291276271	1.21381951487369	Nonsignificant	None
P20962	Parathymosin	PTMS	91329	22959.6376370082	3.97780668161716	0.0863938611504598	1.99197316399235	Nonsignificant	None
P21127	Cyclin-dependent kinase 11B	CDK11B	504550	523661.848230939	0.963503454957615	0.425634293239846	-0.0536382551008953	Nonsignificant	None
P21266	Glutathione S-transferase Mu 3	GSTM3	598780	130579.299505291	4.5855660297499	0.0646585595018596	2.19709982714882	Nonsignificant	None
P21281	V-type proton ATPase subunit B, brain isoform	ATP6V1B2	403840	182205.397323161	2.21639976604944	0.232112997899652	1.14821811987147	Nonsignificant	None
P21291	Cysteine and glycine-rich protein 1	CSRP1	4292500	1488538.37001936	2.88370127801554	0.154804222744644	1.52792172385523	Nonsignificant	None
P21333	Filamin-A	FLNA	70090000	30114870.8005269	2.32742157402095	0.216322672125366	1.21873255481852	Nonsignificant	None
P21399	Cytoplasmic aconitate hydratase	ACO1	422370	136466.11459691	3.09505404508354	0.137327731117815	1.62996460165061	Nonsignificant	None
P21589	5-nucleotidase	NT5E	193380	370318.785331796	0.52219873163263	0.17672774824692	-0.937329141391217	Nonsignificant	None
P21796	Non-selective voltage-gated ion channel VDAC1	VDAC1	7040200	2890256.80523427	2.43583891481551	0.202189258605064	1.2844187291059	Nonsignificant	None
P21810	Biglycan	BGN	1013900	467006.546872566	2.17106164097667	0.238978259006401	1.11840068766144	Nonsignificant	None
P21912	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	SDHB	475410	395115.405735704	1.20321808033475	0.471141556560925	0.266898151161849	Nonsignificant	None
P21926	CD9 antigen	CD9	802500	23813.0140693545	33.7000598774582	0.000121210100534692	5.07467924964272	Significant	up
P21964	Catechol O-methyltransferase	COMT	989680	429250.463029554	2.30560030853563	0.219316621583931	1.20514243368688	Nonsignificant	None
P21980	Protein-glutamine gamma-glutamyltransferase 2	TGM2	5356500	1890239.38544389	2.83376806199714	0.15933702145444	1.5027216815093	Nonsignificant	None
